Employee_ID,Employment_Status,Hire_Date,Termination_Date,Total_Tenure_Months,Comp_vs_Market,Final_Salary,Avg_KPI_Career,Promotion_Count,Last_Promotion_Date,Exit_Reason,Attrition_Risk_Score
EMP_004498,Terminated,2019-06-21,2023-02-19,44,15.0%,"$220,000",0.886,1,2022-02-19,Voluntary_Personal,33.7
EMP_004499,Terminated,2019-06-21,2020-10-20,16,-3.7%,"$114,000",0.7902,0,,Voluntary_Personal,53.3
EMP_004500,Terminated,2019-06-21,2022-09-20,39,18.9%,"$140,000",0.8441,0,,Voluntary_Better_Offer,45.5
EMP_004501,Terminated,2019-06-21,2022-10-20,40,-11.2%,"$142,000",0.6444,0,,Voluntary_Better_Offer,63
EMP_004502,Terminated,2019-06-21,2023-02-19,44,-2.5%,"$109,000",0.7179,0,,Voluntary_Better_Offer,55.9
EMP_004503,Terminated,2019-06-22,2023-05-22,47,25.8%,"$141,000",0.6059,0,,Voluntary_Low_Engagement,49.9
EMP_004504,Terminated,2019-06-22,2023-08-22,50,1.9%,"$163,000",0.8697,0,,Voluntary_Better_Offer,50.7
EMP_004505,Terminated,2019-06-22,2024-01-21,55,-7.3%,"$104,000",0.7325,0,,Voluntary_Personal,60.9
EMP_004506,Terminated,2019-06-22,2019-12-21,6,-17.2%,"$98,000",0.4075,0,,Voluntary_Low_Engagement,67.4
EMP_004507,Terminated,2019-06-22,2024-10-21,64,15.2%,"$150,000",0.8367,0,,Voluntary_Personal,51.1
EMP_004508,Terminated,2019-06-22,2022-12-21,42,-1.8%,"$98,000",0.7356,0,,Voluntary_Personal,47
EMP_004509,Terminated,2019-06-22,2019-12-21,6,-2.2%,"$98,000",0.6758,0,,Voluntary_Better_Offer,55
EMP_004510,Terminated,2019-06-23,2020-01-22,7,7.7%,"$173,000",0.7111,0,,Voluntary_Low_Engagement,60.3
EMP_004511,Terminated,2019-06-23,2019-12-22,6,9.4%,"$106,000",0.7368,0,,Voluntary_Low_Engagement,61.1
EMP_004512,Terminated,2019-06-23,2021-02-20,20,4.9%,"$124,000",0.5284,0,,Voluntary_Low_Engagement,63.8
EMP_004513,Terminated,2019-06-23,2022-03-23,33,-3.7%,"$125,000",0.5364,0,,Voluntary_Low_Engagement,72.1
EMP_004514,Terminated,2019-06-23,2020-06-22,12,-1.3%,"$149,000",0.6713,0,,Voluntary_Better_Offer,58.1
EMP_004515,Terminated,2019-06-23,2022-01-21,31,-5.7%,"$111,000",0.4316,0,,Voluntary_Low_Engagement,68.6
EMP_004516,Active,2019-06-24,,66,6.7%,"$161,000",0.8048,0,,,48.5
EMP_004517,Terminated,2019-06-24,2021-01-22,19,8.1%,"$163,000",0.5923,0,,Voluntary_Low_Engagement,61.1
EMP_004518,Terminated,2019-06-24,2022-09-23,39,-7.3%,"$104,000",0.841,0,,Voluntary_Personal,51.5
EMP_004519,Terminated,2019-06-24,2020-12-22,18,12.9%,"$147,000",0.5962,0,,Voluntary_Low_Engagement,55.4
EMP_004520,Terminated,2019-06-24,2022-06-23,36,12.6%,"$109,000",0.7408,0,,Voluntary_Personal,52.3
EMP_004521,Terminated,2019-06-24,2020-07-23,13,-2.8%,"$97,000",0.8082,0,,Voluntary_Better_Offer,54.5
EMP_004522,Terminated,2019-06-24,2022-02-22,32,16.2%,"$116,000",0.7796,0,,Voluntary_Personal,45.7
EMP_004523,Terminated,2019-06-24,2021-09-22,27,8.4%,"$195,000",0.8705,1,2020-09-22,Voluntary_Better_Offer,43.4
EMP_004524,Terminated,2019-06-24,2021-10-23,28,18.8%,"$134,000",0.8656,1,2020-10-23,Voluntary_Better_Offer,43.7
EMP_004525,Active,2019-06-24,,66,17.6%,"$188,000",0.7983,0,,,44.7
EMP_004526,Terminated,2019-06-25,2020-06-24,12,-13.6%,"$131,000",0.6019,0,,Voluntary_Low_Engagement,64.6
EMP_004527,Terminated,2019-06-25,2022-01-23,31,19.3%,"$165,000",0.8511,1,2021-01-23,Voluntary_Personal,38.7
EMP_004528,Terminated,2019-06-25,2020-09-23,15,3.5%,"$166,000",0.7196,0,,Voluntary_Better_Offer,46.7
EMP_004529,Terminated,2019-06-25,2023-07-25,49,-9.5%,"$101,000",0.7698,0,,Voluntary_Better_Offer,58.9
EMP_004530,Active,2019-06-25,,66,0.9%,"$162,000",0.742,0,,,55.2
EMP_004531,Terminated,2019-06-25,2020-01-24,7,12.4%,"$133,000",0.8131,0,,Voluntary_Better_Offer,49.7
EMP_004532,Terminated,2019-06-25,2020-06-24,12,4.5%,"$158,000",0.6981,0,,Voluntary_Better_Offer,57.6
EMP_004533,Terminated,2019-06-25,2020-08-24,14,17.1%,"$117,000",0.7665,0,,Voluntary_Low_Engagement,47.2
EMP_004534,Terminated,2019-06-25,2022-09-24,39,25.0%,"$174,000",0.8123,1,2021-09-23,Voluntary_Better_Offer,47.5
EMP_004535,Terminated,2019-06-26,2023-03-26,45,-6.9%,"$121,000",0.6677,0,,Voluntary_Better_Offer,61.5
EMP_004536,Terminated,2019-06-26,2019-12-25,6,14.7%,"$184,000",0.7306,0,,Voluntary_Better_Offer,43
EMP_004537,Terminated,2019-06-26,2020-01-25,7,-1.4%,"$116,000",0.8,0,,Voluntary_Better_Offer,51.8
EMP_004538,Terminated,2019-06-26,2020-12-24,18,4.6%,"$104,000",0.8122,0,,Voluntary_Personal,51.5
EMP_004539,Terminated,2019-06-26,2021-02-23,20,-10.5%,"$135,000",0.6328,0,,Voluntary_Personal,59.3
EMP_004540,Terminated,2019-06-26,2022-08-25,38,7.5%,"$162,000",0.7841,0,,Involuntary_Restructure,47.6
EMP_004541,Active,2019-06-26,,66,19.4%,"$166,000",0.8475,2,2023-12-25,,41.2
EMP_004542,Terminated,2019-06-26,2022-04-25,34,-5.9%,"$94,000",0.7471,0,,Voluntary_Personal,51.2
EMP_004543,Terminated,2019-06-27,2022-04-26,34,12.0%,"$146,000",0.7017,0,,Voluntary_Personal,59.3
EMP_004544,Terminated,2019-06-27,2023-04-27,46,-11.2%,"$115,000",0.7364,0,,Voluntary_Better_Offer,55.9
EMP_004545,Terminated,2019-06-27,2019-12-26,6,-9.1%,"$159,000",0.5725,0,,Involuntary_Performance,74
EMP_004546,Terminated,2019-06-27,2020-04-26,10,-6.9%,"$149,000",0.531,0,,Voluntary_Low_Engagement,55.3
EMP_004547,Terminated,2019-06-27,2021-10-26,28,-0.1%,"$112,000",0.8084,0,,Voluntary_Personal,55.1
EMP_004548,Terminated,2019-06-27,2023-07-27,49,-1.5%,"$98,000",0.6578,0,,Voluntary_Personal,61.3
EMP_004549,Terminated,2019-06-27,2021-11-25,29,-4.2%,"$113,000",0.7006,0,,Voluntary_Personal,62.3
EMP_004550,Terminated,2019-06-27,2021-01-25,19,1.5%,"$101,000",0.669,0,,Voluntary_Personal,58
EMP_004551,Active,2019-06-27,,66,6.7%,"$171,000",0.7283,0,,,48.7
EMP_004552,Terminated,2019-06-27,2022-05-27,35,-9.8%,"$87,000",0.7325,0,,Voluntary_Better_Offer,54.7
EMP_004553,Terminated,2019-06-28,2022-05-28,35,1.2%,"$162,000",0.5565,0,,Voluntary_Low_Engagement,69.3
EMP_004554,Terminated,2019-06-28,2021-01-26,19,-1.4%,"$98,000",0.4291,0,,Voluntary_Low_Engagement,65.9
EMP_004555,Terminated,2019-06-28,2021-09-26,27,23.3%,"$186,000",0.6708,0,,Voluntary_Low_Engagement,42
EMP_004556,Active,2019-06-28,,66,20.9%,"$194,000",0.7729,0,,,45
EMP_004557,Terminated,2019-06-28,2022-02-26,32,16.1%,"$130,000",0.7998,0,,Voluntary_Better_Offer,50.5
EMP_004558,Terminated,2019-06-28,2020-05-27,11,5.3%,"$118,000",0.7455,0,,Voluntary_Personal,51.2
EMP_004559,Terminated,2019-06-29,2023-07-29,49,-4.8%,"$144,000",0.8332,0,,Voluntary_Better_Offer,53
EMP_004560,Terminated,2019-06-29,2021-05-29,23,-2.0%,"$98,000",0.7239,0,,Voluntary_Personal,54.7
EMP_004561,Terminated,2019-06-29,2021-05-29,23,-11.9%,"$133,000",0.7756,0,,Voluntary_Better_Offer,53.5
EMP_004562,Terminated,2019-06-29,2023-04-29,46,-6.8%,"$163,000",0.7381,0,,Involuntary_Restructure,58.9
EMP_004563,Terminated,2019-06-29,2019-12-28,6,-4.9%,"$92,000",0.501,0,,Voluntary_Low_Engagement,62.4
EMP_004564,Terminated,2019-06-30,2024-01-29,55,-5.8%,"$105,000",0.7776,0,,Voluntary_Personal,47.8
EMP_004565,Terminated,2019-06-30,2020-06-29,12,3.6%,"$116,000",0.8423,0,,Voluntary_Personal,41
EMP_004566,Terminated,2019-06-30,2021-05-30,23,8.9%,"$128,000",0.8392,0,,Voluntary_Better_Offer,36.1
EMP_004567,Terminated,2019-06-30,2020-06-29,12,8.2%,"$173,000",0.639,0,,Involuntary_Restructure,50.2
EMP_004568,Active,2019-06-30,,66,9.6%,"$192,000",0.616,0,,,53.7
EMP_004569,Terminated,2019-06-30,2022-11-29,41,13.4%,"$134,000",0.6763,0,,Voluntary_Personal,50.4
EMP_004570,Terminated,2019-06-30,2022-12-29,42,7.8%,"$108,000",0.6185,0,,Voluntary_Low_Engagement,55.5
EMP_004571,Terminated,2019-06-30,2024-01-29,55,-6.8%,"$110,000",0.7531,0,,Voluntary_Better_Offer,60.4
EMP_004572,Terminated,2019-06-30,2021-09-28,27,1.7%,"$163,000",0.646,0,,Voluntary_Better_Offer,56.9
EMP_004573,Terminated,2019-07-01,2022-07-31,37,9.9%,"$140,000",0.8013,1,2021-07-31,Voluntary_Personal,41.5
EMP_004574,Terminated,2019-07-01,2020-05-30,11,-3.1%,"$155,000",0.5564,0,,Voluntary_Low_Engagement,61.8
EMP_004575,Terminated,2019-07-01,2020-04-30,10,13.1%,"$171,000",0.6019,0,,Voluntary_Low_Engagement,53.5
EMP_004576,Terminated,2019-07-01,2021-12-30,30,-3.1%,"$94,000",0.7612,0,,Voluntary_Better_Offer,47
EMP_004577,Terminated,2019-07-01,2019-12-30,6,-11.4%,"$88,000",0.5153,0,,Involuntary_Performance,63.7
EMP_004578,Active,2019-07-01,,65,5.8%,"$160,000",0.8913,0,,,45.9
EMP_004579,Terminated,2019-07-01,2022-07-31,37,-13.0%,"$97,000",0.4745,0,,Voluntary_Low_Engagement,65.6
EMP_004580,Terminated,2019-07-02,2024-09-30,63,0.2%,"$151,000",0.7101,0,,Voluntary_Better_Offer,58.4
EMP_004581,Active,2019-07-02,,65,10.6%,"$130,000",0.7871,0,,,49.5
EMP_004582,Active,2019-07-02,,65,2.5%,"$99,000",0.7577,0,,,50.5
EMP_004583,Terminated,2019-07-02,2020-09-30,15,16.3%,"$186,000",0.5634,0,,Voluntary_Low_Engagement,55.3
EMP_004584,Terminated,2019-07-03,2020-12-01,17,15.9%,"$185,000",0.768,0,,Voluntary_Better_Offer,43.2
EMP_004585,Terminated,2019-07-03,2023-04-02,45,3.3%,"$181,000",0.8394,0,,Voluntary_Personal,47.8
EMP_004586,Active,2019-07-03,,65,12.3%,"$180,000",0.8414,0,,,50.1
EMP_004587,Terminated,2019-07-03,2023-03-03,44,4.3%,"$136,000",0.7865,0,,Voluntary_Personal,50
EMP_004588,Terminated,2019-07-03,2021-11-01,28,-8.0%,"$120,000",0.6198,0,,Voluntary_Better_Offer,63.3
EMP_004589,Active,2019-07-03,,65,-0.2%,"$96,000",0.8527,0,,,53.5
EMP_004590,Terminated,2019-07-03,2020-07-02,12,1.5%,"$162,000",0.7805,0,,Involuntary_Restructure,51.7
EMP_004591,Terminated,2019-07-03,2023-09-02,50,1.2%,"$131,000",0.8159,0,,Voluntary_Better_Offer,43.2
EMP_004592,Terminated,2019-07-03,2020-07-02,12,2.9%,"$165,000",0.6954,0,,Voluntary_Personal,52.8
EMP_004593,Active,2019-07-04,,65,11.7%,"$162,000",0.9162,2,2023-12-03,,37.9
EMP_004594,Terminated,2019-07-04,2021-04-03,21,22.6%,"$144,000",0.8788,0,,Voluntary_Better_Offer,37.3
EMP_004595,Terminated,2019-07-05,2021-04-04,21,7.2%,"$107,000",0.6729,0,,Voluntary_Personal,55.3
EMP_004596,Terminated,2019-07-05,2021-09-03,26,15.1%,"$136,000",0.6625,0,,Voluntary_Low_Engagement,51.5
EMP_004597,Terminated,2019-07-05,2021-04-04,21,-16.2%,"$84,000",0.6996,0,,Voluntary_Personal,61.2
EMP_004598,Terminated,2019-07-05,2020-11-03,16,-1.1%,"$149,000",0.6691,0,,Involuntary_Restructure,59.8
EMP_004599,Terminated,2019-07-05,2023-06-04,47,-11.1%,"$99,000",0.6766,0,,Voluntary_Better_Offer,52.1
EMP_004600,Terminated,2019-07-05,2020-01-03,6,-0.7%,"$129,000",0.8923,0,,Voluntary_Personal,47.2
EMP_004601,Active,2019-07-05,,65,3.9%,"$157,000",0.6843,0,,,50.7
EMP_004602,Terminated,2019-07-05,2020-01-03,6,-4.6%,"$112,000",0.5383,0,,Voluntary_Low_Engagement,61.8
EMP_004603,Terminated,2019-07-05,2022-02-02,31,6.6%,"$119,000",0.7287,0,,Voluntary_Personal,58.6
EMP_004604,Terminated,2019-07-05,2022-04-04,33,9.9%,"$151,000",0.9144,1,2021-04-04,Involuntary_Restructure,40
EMP_004605,Terminated,2019-07-05,2022-09-03,38,6.0%,"$170,000",0.5754,0,,Voluntary_Low_Engagement,60.6
EMP_004606,Terminated,2019-07-06,2020-06-04,11,3.5%,"$156,000",0.5641,0,,Voluntary_Low_Engagement,57.4
EMP_004607,Terminated,2019-07-06,2021-06-05,23,7.2%,"$172,000",0.8052,0,,Voluntary_Personal,49.7
EMP_004608,Terminated,2019-07-06,2023-02-03,43,6.1%,"$106,000",0.77,0,,Voluntary_Better_Offer,45.2
EMP_004609,Terminated,2019-07-06,2020-05-05,10,1.1%,"$131,000",0.6976,0,,Voluntary_Better_Offer,59.9
EMP_004610,Terminated,2019-07-06,2021-11-04,28,7.2%,"$139,000",0.6972,0,,Voluntary_Personal,49.4
EMP_004611,Terminated,2019-07-06,2020-01-04,6,1.3%,"$113,000",0.706,0,,Voluntary_Better_Offer,46.2
EMP_004612,Terminated,2019-07-06,2024-05-05,58,-3.9%,"$96,000",0.7149,0,,Voluntary_Personal,63.1
EMP_004613,Active,2019-07-07,,65,-9.5%,"$145,000",0.6287,0,,,62.7
EMP_004614,Terminated,2019-07-07,2020-08-05,13,0.9%,"$152,000",0.7342,0,,Voluntary_Better_Offer,51.5
EMP_004615,Terminated,2019-07-07,2021-05-06,22,-6.1%,"$122,000",0.7598,0,,Voluntary_Personal,57
EMP_004616,Terminated,2019-07-07,2023-10-06,51,-2.0%,"$98,000",0.8212,0,,Voluntary_Better_Offer,52.3
EMP_004617,Terminated,2019-07-07,2021-02-04,19,-7.0%,"$149,000",0.7856,0,,Involuntary_Restructure,54.5
EMP_004618,Terminated,2019-07-07,2022-09-05,38,-7.6%,"$89,000",0.5267,0,,Voluntary_Low_Engagement,61.9
EMP_004619,Terminated,2019-07-07,2021-06-06,23,12.3%,"$132,000",0.7954,0,,Voluntary_Better_Offer,47.7
EMP_004620,Terminated,2019-07-07,2023-02-04,43,6.4%,"$203,000",0.8313,1,2022-02-04,Voluntary_Personal,49.4
EMP_004621,Terminated,2019-07-07,2022-02-04,31,0.2%,"$151,000",0.8214,0,,Voluntary_Better_Offer,53.9
EMP_004622,Terminated,2019-07-07,2022-06-06,35,1.9%,"$117,000",0.8819,1,2021-06-06,Voluntary_Better_Offer,44.6
EMP_004623,Terminated,2019-07-07,2020-05-06,10,4.4%,"$183,000",0.7092,0,,Voluntary_Personal,49.2
EMP_004624,Terminated,2019-07-07,2024-05-06,58,-15.4%,"$100,000",0.6591,0,,Voluntary_Personal,57.1
EMP_004625,Terminated,2019-07-07,2021-07-06,24,-8.1%,"$147,000",0.6022,0,,Voluntary_Personal,66
EMP_004626,Terminated,2019-07-07,2022-01-05,30,-12.4%,"$98,000",0.7027,0,,Voluntary_Personal,62.7
EMP_004627,Terminated,2019-07-08,2022-08-07,37,-11.8%,"$155,000",0.8954,0,,Voluntary_Better_Offer,50.4
EMP_004628,Terminated,2019-07-08,2022-02-05,31,-14.0%,"$101,000",0.6596,0,,Voluntary_Personal,66.7
EMP_004629,Terminated,2019-07-08,2020-01-06,6,-1.4%,"$149,000",0.549,0,,Voluntary_Low_Engagement,59.2
EMP_004630,Terminated,2019-07-08,2020-08-06,13,-6.5%,"$104,000",0.5586,0,,Voluntary_Low_Engagement,58.6
EMP_004631,Terminated,2019-07-08,2020-07-07,12,11.7%,"$111,000",0.6032,0,,Involuntary_Restructure,53.6
EMP_004632,Terminated,2019-07-08,2022-07-07,36,10.4%,"$110,000",0.7322,0,,Voluntary_Low_Engagement,54.1
EMP_004633,Active,2019-07-09,,65,0.9%,"$161,000",0.7259,0,,,51.8
EMP_004634,Terminated,2019-07-09,2020-07-08,12,-2.5%,"$115,000",0.5445,0,,Voluntary_Low_Engagement,62
EMP_004635,Terminated,2019-07-09,2023-07-09,48,3.2%,"$122,000",0.6483,0,,Voluntary_Low_Engagement,50.6
EMP_004636,Terminated,2019-07-09,2021-02-06,19,-0.2%,"$160,000",0.8553,0,,Voluntary_Personal,42.3
EMP_004637,Terminated,2019-07-09,2024-07-08,60,3.1%,"$100,000",0.7676,0,,Voluntary_Better_Offer,48
EMP_004638,Terminated,2019-07-09,2022-09-07,38,3.4%,"$122,000",0.7902,0,,Voluntary_Personal,43
EMP_004639,Terminated,2019-07-09,2020-01-07,6,-10.5%,"$157,000",0.6782,0,,Voluntary_Personal,53.7
EMP_004640,Terminated,2019-07-09,2020-11-07,16,-11.9%,"$85,000",0.7457,0,,Voluntary_Better_Offer,58.8
EMP_004641,Terminated,2019-07-09,2020-09-07,14,-6.4%,"$93,000",0.4945,0,,Voluntary_Low_Engagement,66.5
EMP_004642,Terminated,2019-07-10,2020-12-08,17,11.4%,"$145,000",0.7286,0,,Voluntary_Better_Offer,52.8
EMP_004643,Terminated,2019-07-10,2020-05-09,10,6.4%,"$161,000",0.611,0,,Voluntary_Personal,60.9
EMP_004644,Terminated,2019-07-10,2021-03-09,20,15.4%,"$136,000",0.6377,0,,Involuntary_Restructure,51.1
EMP_004645,Terminated,2019-07-10,2021-03-09,20,-2.1%,"$115,000",0.7293,0,,Voluntary_Better_Offer,45.3
EMP_004646,Terminated,2019-07-10,2022-10-09,39,5.3%,"$105,000",0.7726,0,,Voluntary_Better_Offer,50.9
EMP_004647,Terminated,2019-07-10,2023-08-09,49,1.6%,"$178,000",0.7451,0,,Voluntary_Personal,55.3
EMP_004648,Terminated,2019-07-10,2023-12-09,53,2.7%,"$249,000",0.8085,2,2022-12-09,Voluntary_Better_Offer,52.8
EMP_004649,Terminated,2019-07-11,2021-12-09,29,0.3%,"$151,000",0.7599,0,,Voluntary_Better_Offer,55.9
EMP_004650,Terminated,2019-07-11,2020-07-10,12,12.6%,"$146,000",0.8855,0,,Involuntary_Restructure,44.7
EMP_004651,Terminated,2019-07-11,2020-04-09,9,-12.7%,"$140,000",0.7091,0,,Voluntary_Better_Offer,53.6
EMP_004652,Terminated,2019-07-11,2020-05-10,10,10.0%,"$176,000",0.6949,0,,Voluntary_Low_Engagement,55.5
EMP_004653,Terminated,2019-07-11,2020-09-09,14,-1.6%,"$148,000",0.4866,0,,Voluntary_Low_Engagement,65
EMP_004654,Terminated,2019-07-11,2020-07-10,12,0.2%,"$100,000",0.8302,0,,Voluntary_Personal,51
EMP_004655,Terminated,2019-07-11,2022-04-10,33,7.4%,"$107,000",0.7029,0,,Voluntary_Low_Engagement,44.6
EMP_004656,Terminated,2019-07-11,2022-10-10,39,1.7%,"$132,000",0.6659,0,,Voluntary_Low_Engagement,66.4
EMP_004657,Terminated,2019-07-12,2024-01-10,54,6.2%,"$106,000",0.7905,0,,Voluntary_Better_Offer,54.2
EMP_004658,Terminated,2019-07-12,2021-01-09,18,15.1%,"$136,000",0.5728,0,,Voluntary_Low_Engagement,62.4
EMP_004659,Terminated,2019-07-12,2024-10-10,63,-4.2%,"$124,000",0.7008,0,,Voluntary_Personal,51.8
EMP_004660,Terminated,2019-07-12,2023-02-09,43,21.8%,"$138,000",0.8036,1,2022-02-09,Involuntary_Restructure,45.7
EMP_004661,Terminated,2019-07-12,2021-12-10,29,12.3%,"$112,000",0.803,0,,Involuntary_Restructure,46.1
EMP_004662,Terminated,2019-07-12,2020-07-11,12,-10.2%,"$144,000",0.6486,0,,Voluntary_Better_Offer,59.5
EMP_004663,Terminated,2019-07-12,2020-11-10,16,-11.2%,"$142,000",0.6963,0,,Voluntary_Personal,62.2
EMP_004664,Terminated,2019-07-13,2020-07-12,12,2.1%,"$120,000",0.771,0,,Voluntary_Personal,48.7
EMP_004665,Terminated,2019-07-13,2020-05-12,10,-18.4%,"$123,000",0.4118,0,,Voluntary_Low_Engagement,69.8
EMP_004666,Terminated,2019-07-13,2024-07-12,60,20.9%,"$255,000",0.8104,2,2023-07-13,Voluntary_Personal,46.3
EMP_004667,Terminated,2019-07-13,2020-07-12,12,2.4%,"$114,000",0.6531,0,,Voluntary_Personal,52.9
EMP_004668,Terminated,2019-07-13,2022-07-12,36,-0.9%,"$129,000",0.8177,0,,Voluntary_Better_Offer,46.9
EMP_004669,Active,2019-07-14,,65,-4.2%,"$124,000",0.7422,0,,,51
EMP_004670,Terminated,2019-07-14,2023-06-13,47,19.8%,"$221,000",0.8412,1,2022-06-13,Involuntary_Restructure,38.9
EMP_004671,Terminated,2019-07-14,2020-03-13,8,-1.4%,"$158,000",0.601,0,,Voluntary_Personal,52.2
EMP_004672,Terminated,2019-07-14,2021-07-13,24,13.9%,"$134,000",0.7454,0,,Voluntary_Personal,49.8
EMP_004673,Terminated,2019-07-14,2023-02-11,43,23.1%,"$137,000",0.7561,0,,Voluntary_Better_Offer,46.8
EMP_004674,Terminated,2019-07-14,2022-01-12,30,-1.9%,"$98,000",0.6115,0,,Voluntary_Low_Engagement,56.8
EMP_004675,Terminated,2019-07-14,2020-05-13,10,9.8%,"$109,000",0.6106,0,,Voluntary_Low_Engagement,50.5
EMP_004676,Terminated,2019-07-14,2020-01-12,6,13.1%,"$126,000",0.7309,0,,Voluntary_Personal,51.4
EMP_004677,Terminated,2019-07-15,2022-06-14,35,3.1%,"$156,000",0.6376,0,,Voluntary_Low_Engagement,53.2
EMP_004678,Active,2019-07-16,,65,-7.1%,"$163,000",0.6737,0,,,56.8
EMP_004679,Terminated,2019-07-16,2020-01-14,6,1.4%,"$101,000",0.5878,0,,Voluntary_Better_Offer,58.8
EMP_004680,Active,2019-07-16,,65,20.7%,"$180,000",0.8889,2,2023-12-15,,40.7
EMP_004681,Terminated,2019-07-16,2022-01-14,30,-6.2%,"$91,000",0.7747,0,,Voluntary_Personal,51.6
EMP_004682,Terminated,2019-07-16,2021-04-15,21,-5.0%,"$112,000",0.6986,0,,Voluntary_Better_Offer,47.1
EMP_004683,Terminated,2019-07-16,2023-06-15,47,-3.1%,"$126,000",0.7174,0,,Involuntary_Restructure,56.6
EMP_004684,Terminated,2019-07-17,2022-09-15,38,28.6%,"$193,000",0.8172,1,2021-09-15,Voluntary_Better_Offer,39.2
EMP_004685,Terminated,2019-07-17,2021-12-15,29,-6.6%,"$149,000",0.8433,0,,Voluntary_Better_Offer,45.3
EMP_004686,Terminated,2019-07-17,2023-07-17,48,1.4%,"$113,000",0.6189,0,,Voluntary_Low_Engagement,49.7
EMP_004687,Terminated,2019-07-17,2022-07-16,36,4.1%,"$139,000",0.8614,1,2021-07-16,Voluntary_Personal,45
EMP_004688,Terminated,2019-07-17,2020-07-16,12,2.8%,"$102,000",0.631,0,,Voluntary_Low_Engagement,56.1
EMP_004689,Active,2019-07-17,,65,8.5%,"$128,000",0.6575,0,,,55.2
EMP_004690,Terminated,2019-07-17,2021-08-16,25,-3.9%,"$154,000",0.594,0,,Voluntary_Better_Offer,69.1
EMP_004691,Terminated,2019-07-17,2021-01-14,18,22.2%,"$195,000",0.7017,0,,Voluntary_Personal,52.2
EMP_004692,Active,2019-07-17,,65,4.6%,"$167,000",0.7807,0,,,52.2
EMP_004693,Active,2019-07-17,,65,1.9%,"$213,000",0.9048,2,2023-12-16,,39.1
EMP_004694,Terminated,2019-07-18,2021-01-15,18,4.9%,"$168,000",0.8863,0,,Voluntary_Better_Offer,38.7
EMP_004695,Terminated,2019-07-18,2022-10-17,39,1.6%,"$153,000",0.7556,0,,Voluntary_Personal,52.5
EMP_004696,Terminated,2019-07-18,2022-01-16,30,7.1%,"$139,000",0.7952,0,,Voluntary_Better_Offer,52.2
EMP_004697,Terminated,2019-07-18,2024-01-16,54,13.9%,"$113,000",0.7933,0,,Voluntary_Better_Offer,43
EMP_004698,Terminated,2019-07-18,2022-06-17,35,-6.0%,"$150,000",0.6199,0,,Voluntary_Personal,63.3
EMP_004699,Terminated,2019-07-19,2020-01-17,6,13.8%,"$182,000",0.5722,0,,Voluntary_Better_Offer,49.8
EMP_004700,Terminated,2019-07-19,2022-02-16,31,12.4%,"$132,000",0.7182,0,,Voluntary_Personal,54.7
EMP_004701,Active,2019-07-19,,65,10.3%,"$130,000",0.7997,0,,,45
EMP_004702,Terminated,2019-07-19,2020-07-18,12,-3.0%,"$97,000",0.5504,0,,Involuntary_Restructure,67.3
EMP_004703,Terminated,2019-07-19,2024-03-18,56,19.0%,"$154,000",0.8154,0,,Voluntary_Better_Offer,44.7
EMP_004704,Terminated,2019-07-19,2021-05-18,22,-0.3%,"$99,000",0.7787,0,,Involuntary_Restructure,56.8
EMP_004705,Terminated,2019-07-20,2020-07-19,12,-8.7%,"$91,000",0.6938,0,,Involuntary_Restructure,60.7
EMP_004706,Terminated,2019-07-20,2020-12-18,17,-0.6%,"$96,000",0.5241,0,,Voluntary_Low_Engagement,72
EMP_004707,Terminated,2019-07-20,2021-11-18,28,7.3%,"$107,000",0.7511,0,,Voluntary_Better_Offer,46.8
EMP_004708,Terminated,2019-07-20,2020-08-18,13,-11.0%,"$89,000",0.6466,0,,Voluntary_Better_Offer,58.5
EMP_004709,Terminated,2019-07-20,2020-11-18,16,-5.4%,"$111,000",0.8882,0,,Voluntary_Better_Offer,50.9
EMP_004710,Terminated,2019-07-20,2020-12-18,17,18.7%,"$154,000",0.7156,0,,Voluntary_Low_Engagement,47
EMP_004711,Terminated,2019-07-21,2020-05-20,10,0.8%,"$100,000",0.7457,0,,Voluntary_Better_Offer,62.7
EMP_004712,Terminated,2019-07-21,2021-11-19,28,1.7%,"$163,000",0.727,0,,Voluntary_Personal,54
EMP_004713,Active,2019-07-21,,65,-0.5%,"$132,000",0.8329,2,2023-12-20,,40.1
EMP_004714,Terminated,2019-07-21,2022-09-19,38,9.1%,"$109,000",0.7515,0,,Voluntary_Personal,55.3
EMP_004715,Terminated,2019-07-21,2020-07-20,12,-0.6%,"$96,000",0.572,0,,Involuntary_Restructure,60.9
EMP_004716,Terminated,2019-07-21,2021-11-19,28,2.0%,"$132,000",0.5159,0,,Voluntary_Low_Engagement,63.5
EMP_004717,Terminated,2019-07-21,2021-08-20,25,1.9%,"$163,000",0.6324,0,,Voluntary_Personal,58.7
EMP_004718,Terminated,2019-07-21,2022-06-20,35,1.3%,"$131,000",0.6048,0,,Voluntary_Low_Engagement,56.8
EMP_004719,Terminated,2019-07-21,2022-01-19,30,0.3%,"$185,000",0.8828,1,2021-01-18,Voluntary_Personal,47.4
EMP_004720,Terminated,2019-07-21,2020-07-20,12,3.5%,"$156,000",0.8473,0,,Voluntary_Better_Offer,45.5
EMP_004721,Terminated,2019-07-21,2022-10-20,39,-2.4%,"$156,000",0.7751,0,,Voluntary_Personal,54.9
EMP_004722,Terminated,2019-07-22,2023-11-20,52,2.7%,"$102,000",0.5776,0,,Voluntary_Low_Engagement,63.2
